Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,500,43,-1277.393310546875,0.9964612722396851,0.0001254485703336077,0.9927310641939253,0.00027021028482754366
halpha_ew_mean,500,47,-1285.240966796875,0.9991874098777771,0.00011514283361145775,0.9983601991739637,0.0002363088343810869
oiii_5007_ew_mean,500,43,-1173.888916015625,0.9979279041290283,0.00025011597161501417,0.9952143245267145,0.000567161688782928
hbeta_ew_mean,500,47,-1296.1851806640625,0.9990729689598083,0.00010704115245086997,0.998023952852868,0.0002327987624443896
nii_6584_ew_std,500,41,-1311.22607421875,0.881786584854126,9.682833967939614e-05,0.7407529850743817,0.00026978841772597775
halpha_ew_std,500,42,-1329.269287109375,0.966295599937439,8.877068609683221e-05,0.9045910440736925,0.0002803423688073204
oiii_5007_ew_std,500,47,-1180.0731201171875,0.8816436529159546,0.0002400140109025059,0.7679990113703064,0.0005864740695391686
hbeta_ew_std,500,41,-1334.994140625,0.958434522151947,8.834894627555867e-05,0.9067845053485358,0.00021708468197392786
cov_nii_6584_ew_halpha_ew,500,45,-1538.6314697265625,0.9413395524024963,2.1261619996124355e-05,0.857183338302002,6.34213460708675e-05
cov_nii_6584_ew_oiii_5007_ew,500,42,-1516.506103515625,0.9541358947753906,2.5477893252196284e-05,0.8422314172936476,9.831530369268863e-05
cov_nii_6584_ew_hbeta_ew,500,43,-1575.368896484375,0.9221237301826477,1.6642966299372265e-05,0.8284632875632763,4.4139070121949336e-05
cov_halpha_ew_oiii_5007_ew,500,46,-1482.228759765625,0.9577943086624146,3.2018914676441065e-05,0.8732511036680745,0.00010103278917294831
cov_halpha_ew_hbeta_ew,500,47,-1519.9805908203125,0.9607742428779602,2.5740142594801717e-05,0.9066347688590515,6.811111091969057e-05
cov_oiii_5007_ew_hbeta_ew,500,45,-1472.072509765625,0.947607159614563,3.31363157952952e-05,0.8283995165653277,0.00011604379688687315
